path	ngenes_tscore	Dx_z	Dx_pval	Dx_pval_BHcorr	genes_path	tissue	class_pathway	type_path	drugBank_ann	drugBank_n	drugBank_id	drugBank_gene	drugBank_usedForSCZ
Gene expression (Transcription)	83	4.38795451417931	1.14421697311696e-05	0.00134445494341243	SSU72,NR0B2,CDC7,MAEL,H3F3A,ZNF124,ZNF496,MSH2,ZNF514,POLR1B,IWS1,HSPD1,CTLA4,BARD1,KCTD6,GTF2E1,TOPBP1,ZNF718,ZNF141,SPP1,SETD9,NR2F1,TAF7,ZNF454,HIST1H2BD,ZKSCAN3,ZNRD1,NOTCH4,TDRD6,PERP,GLI3,ZNF680,ZNF138,KMT2E,ZNF786,NDRG1,ZNF250,SURF1,DDX21,PSMD13,ZNF143,LMO2,SSRP1,PPP2R1B,MAGOHB,IPO8,NUP107,ZNF268,CPSF2,ZNF263,RMI2,PRKCB,NUP93,ZNF19,WWOX,TOP3A,ERBB2,PSMD3,MED24,NUP85,TGIF1,ZNF266,ZNF561,PIN1,SMARCA4,ZNF101,ZNF506,ZNF100,ZNF257,ZNF302,POLR2I,ZFP14,PPP2R1A,ZNF160,ZNF415,ZNF471,ZNF587,ZNF417,ZNF584,TRIM28,ZNF133,E2F1,POLR3H	Brain_Hippocampus	genes P < pathway P	Reactome	Cetuximab-and-Adenosine phosphate-and-Glutathione-and-NADH-and-Vitamin E-and-Adapalene-and-Oxiconazole-and-Phenytoin-and-Diethylstilbestrol-and-Clotrimazole-and-Carmustine-and-Lidocaine-and-Bexarotene-and-Pentobarbital-and-Gefitinib-and-Metformin-and-Rosiglitazone-and-Spironolactone-and-Lindane-and-Acitretin-and-Flutamide-and-Ritonavir-and-Alitretinoin-and-Erlotinib-and-Cyclophosphamide-and-Mephenytoin-and-Carbamazepine-and-Sulindac-and-Tamoxifen-and-Warfarin-and-Ethotoin-and-Tretinoin-and-Estradiol-and-Tazarotene-and-Mifepristone-and-Methylphenobarbital-and-Etretinate-and-Ethinylestradiol-and-Auranofin-and-Ketoconazole-and-Fenofibrate-and-Rifampicin-and-Clonazepam-and-Miconazole-and-Nifedipine-and-Econazole-and-Sulfinpyrazone-and-Arsenic trioxide-and-Phenobarbital-and-Ifosfamide-and-Rifaximin-and-Paclitaxel-and-Dexamethasone-and-Docetaxel-and-Lapatinib-and-Panitumumab-and-Bezafibrate-and-3,6-dihydroxy-xanthene-9-propionic acid-and-Genistein-and-Prasterone-and-Fusicoccin-and-Hyperforin-and-LG-100268-and-Staurosporine-and-Indirubin-3'-monoxime-and-Olomoucine-and-3-sulfino-L-alanine-and-Phosphonothreonine-and-Glutathionylspermidine disulfide-and-Cholic Acid-and-Resveratrol-and-Purvalanol-and-Phthalic Acid-and-Pregnenolone-and-3-(Prop-2-Ene-1-Sulfinyl)-Propene-1-Thiol-and-Adenosine 5'-[gamma-thio]triphosphate-and-Hymenialdisine-and-Flavin adenine dinucleotide-and-Glutathione disulfide-and-SU9516-and-Alvocidib-and-Diminazene-and-Doconexent-and-3-nitro-L-tyrosine-and-Alsterpaullone-and-Quercetin-and-N-Formylmethionine-and-SR12813-and-Afimoxifene-and-Dexfosfoserine-and-5-iodotubercidin-and-Phenolphthalein-and-Permethrin-and-IGN311-and-Matuzumab-and-Vandetanib-and-Rindopepimut-and-Canertinib-and-Pelitinib-and-Dovitinib-and-Varlitinib-and-AV-412-and-Seliciclib-and-Chenodeoxycholic acid-and-TO-901317-and-(2S)-2-({6-[(3-Amino-5-chlorophenyl)amino]-9-isopropyl-9H-purin-2-yl}amino)-3-methyl-1-butanol-and-2-(2-PHENYL-3-PYRIDIN-2-YL-4,5,6,7-TETRAHYDRO-2H-ISOPHOSPHINDOL-1-YL)PYRIDINE-and-S-{3-[(4-ANILINOQUINAZOLIN-6-YL)AMINO]-3-OXOPROPYL}-L-CYSTEINE-and-PD-168393-and-6-(3-METHYL-1,4-DIOXO-1,4-DIHYDRONAPHTHALEN-2-YL)HEXANOIC ACID-and-Fisetin-and-N-(TERT-BUTYL)-3,5-DIMETHYL-N'-[(5-METHYL-2,3-DIHYDRO-1,4-BENZODIOXIN-6-YL)CARBONYL]BENZOHYDRAZIDE-and-Hexestrol-and-AT-7519-and-(2E,4E)-11-METHOXY-3,7,11-TRIMETHYLDODECA-2,4-DIENOIC ACID-and-Triclosan-and-Cholecystokinin-and-Rilpivirine-and-Afatinib-and-Cannabidiol-and-Palbociclib-and-Coenzyme M-and-Copper-and-Polaprezinc-and-Osimertinib-and-Necitumumab-and-Foreskin keratinocyte (neonatal)-and-Pyrethrum extract-and-Selenium-and-Thimerosal-and-Myrrh-and-Ribociclib-and-Depatuxizumab mafodotin-and-Icotinib-and-Neratinib-and-Dacomitinib-and-Abemaciclib-and-Fostamatinib-and-Zalutumumab-and-Brigatinib-and-Piperine-and-Phenethyl Isothiocyanate-and-Olmutinib-and-Troleandomycin-and-Fenofibric acid-and-Ulixertinib-and-Estradiol acetate-and-Estradiol benzoate-and-Estradiol cypionate-and-Estradiol dienanthate-and-Estradiol valerate-and-alpha-Tocopherol succinate-and-D-alpha-Tocopherol acetate-and-Medical Cannabis-and-Nabiximols-and-Dexamethasone acetate-and-Zanubrutinib	170	DB00002-and-DB00131-and-DB00143-and-DB00157-and-DB00163-and-DB00210-and-DB00239-and-DB00252-and-DB00255-and-DB00257-and-DB00262-and-DB00281-and-DB00307-and-DB00312-and-DB00317-and-DB00331-and-DB00412-and-DB00421-and-DB00431-and-DB00459-and-DB00499-and-DB00503-and-DB00523-and-DB00530-and-DB00531-and-DB00532-and-DB00564-and-DB00605-and-DB00675-and-DB00682-and-DB00754-and-DB00755-and-DB00783-and-DB00799-and-DB00834-and-DB00849-and-DB00926-and-DB00977-and-DB00995-and-DB01026-and-DB01039-and-DB01045-and-DB01068-and-DB01110-and-DB01115-and-DB01127-and-DB01138-and-DB01169-and-DB01174-and-DB01181-and-DB01220-and-DB01229-and-DB01234-and-DB01248-and-DB01259-and-DB01269-and-DB01393-and-DB01644-and-DB01645-and-DB01708-and-DB01780-and-DB01892-and-DB01941-and-DB02010-and-DB02052-and-DB02116-and-DB02153-and-DB02482-and-DB02553-and-DB02659-and-DB02709-and-DB02733-and-DB02746-and-DB02789-and-DB02895-and-DB02930-and-DB02950-and-DB03147-and-DB03310-and-DB03428-and-DB03496-and-DB03608-and-DB03756-and-DB03867-and-DB04014-and-DB04216-and-DB04464-and-DB04466-and-DB04468-and-DB04522-and-DB04604-and-DB04824-and-DB04930-and-DB04988-and-DB05101-and-DB05294-and-DB05374-and-DB05424-and-DB05524-and-DB05928-and-DB05944-and-DB06021-and-DB06195-and-DB06777-and-DB07080-and-DB07379-and-DB07393-and-DB07602-and-DB07662-and-DB07714-and-DB07795-and-DB07929-and-DB07931-and-DB08142-and-DB08175-and-DB08604-and-DB08862-and-DB08864-and-DB08916-and-DB09061-and-DB09073-and-DB09110-and-DB09130-and-DB09221-and-DB09330-and-DB09559-and-DB10772-and-DB11087-and-DB11135-and-DB11590-and-DB11605-and-DB11730-and-DB11731-and-DB11737-and-DB11828-and-DB11963-and-DB12001-and-DB12010-and-DB12202-and-DB12267-and-DB12582-and-DB12695-and-DB13164-and-DB13179-and-DB13873-and-DB13930-and-DB13952-and-DB13953-and-DB13954-and-DB13955-and-DB13956-and-DB14001-and-DB14002-and-DB14009-and-DB14011-and-DB14649-and-DB15035	EGFR-and-PRKAB1-and-GSR-and-NR1I2-and-RXRB-and-MAPK3-and-PRDX5-and-YWHAE-and-PRKCQ-and-CDK1-and-COX6B1-and-PMS2-and-CDK6-and-YWHAB-and-SCO1-and-YWHAQ-and-YWHAZ	Prasterone
Initial triggering of complement	2	4.74215376795743	2.11458021632092e-06	0.000331284233890278	COLEC11,C4A	Brain_Hippocampus	genes P < pathway P	Reactome	Cetuximab-and-Etanercept-and-Human immunoglobulin G-and-Palivizumab-and-Daclizumab-and-Bevacizumab-and-Zinc-and-4-guanidinobenzoic acid-and-Diisopropylphosphono Group-and-MLN2222-and-Copper-and-Zinc acetate-and-Zinc chloride-and-Zinc sulfate, unspecified form	17	DB00002-and-DB00005-and-DB00028-and-DB00110-and-DB00111-and-DB00112-and-DB01593-and-DB02459-and-DB04491-and-DB06503-and-DB09130-and-DB14487-and-DB14533-and-DB14548	C1QA-and-C4A-and-C4B-and-CFB	
Interferon gamma signaling	11	3.27609041486098	0.00105254859063887	0.0311916487136104	GBP3,IRF2,HLA-G,HLA-H,HLA-C,HLA-DRB5,HLA-DRB1,HLA-DQA1,HLA-DQB1,TRIM35,IRF7	Brain_Hippocampus	genes P < pathway P	Reactome	Insulin pork-and-3-Indolebutyric Acid-and-Glatiramer-and-Nelipepimut-S-and-Coccidioides immitis spherule	6	DB00071-and-DB02740-and-DB05259-and-DB06226-and-DB11294	HLA-DQA2-and-HLA-DQB1-and-HLA-A-and-HLA-DRB1	
MHC class II antigen presentation	9	3.79796294508441	0.000145890126316016	0.00761870659650303	CTSS,SEC31A,HLA-DRB5,HLA-DRB1,HLA-DQA1,HLA-DQB1,LGMN,CTSH,AP1M1	Brain_Hippocampus	genes P < pathway P	Reactome	Insulin pork-and-2-Aminoethanimidic Acid-and-3-Amino-4-Oxybenzyl-2-Butanone-and-3-Methylphenylalanine-and-N-(3-Propylcarbamoyloxirane-2-Carbonyl)-Isoleucyl-Proline-and-2-Pyridinethiol-and-Diphenylacetic acid-and-N-[1-Hydroxycarboxyethyl-Carbonyl]Leucylamino-2-Methyl-Butane-and-Guanosine-5'-Diphosphate-and-N-{[(2S,3S)-3-(Ethoxycarbonyl)-2-oxiranyl]carbonyl}-L-threonyl-L-isoleucine-and-Glatiramer-and-N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCINE-and-BENZYL N-({(2S,3S)-3-[(PROPYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINATE-and-METHYL N-({(2S,3S)-3-[(PROPYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINATE-and-N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCYL-L-ALANINE-and-N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCYL-L-ISOLEUCINE-and-N-({(2S,3S)-3-[(BENZYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINE-and-Trastuzumab deruxtecan	20	DB00071-and-DB02108-and-DB02148-and-DB02685-and-DB02855-and-DB03329-and-DB03588-and-DB04126-and-DB04315-and-DB04579-and-DB05259-and-DB07160-and-DB07219-and-DB07223-and-DB07224-and-DB07225-and-DB07231-and-DB14962	HLA-DQA2-and-HLA-DQB1-and-CTSB-and-RAB7A-and-SAR1B-and-HLA-DRB1	
Metabolism of steroid hormones	2	-3.08513922966913	0.00203456886830856	0.0395410399749844	HSD17B12,HSD11B2	Brain_Hippocampus	pathway P < genes P & genes FDR > 0.05	Reactome	NADH-and-Mitotane-and-Ketoconazole-and-Androstenedione-and-Androstanedione-and-Prasterone-and-Equilin-and-EM-1745-and-Stanolone-and-Nicotinamide adenine dinucleotide phosphate-and-Stanolone acetate	11	DB00157-and-DB00648-and-DB01026-and-DB01536-and-DB01561-and-DB01708-and-DB02187-and-DB02323-and-DB02901-and-DB03461-and-DB13951	HSD17B1-and-FDX1-and-CYP21A2	Prasterone
Mitochondrial protein import	2	-3.04629994074905	0.00231676596807433	0.0417326648118001	HSPD1,TIMM10	Brain_Hippocampus	pathway P < genes P & genes FDR > 0.05	Reactome	Copper	1	DB09130	HSPD1	
Phosphorylation of CD3 and TCR zeta chains	4	3.98419098803502	6.77104013935798e-05	0.00454626980785464	HLA-DRB5,HLA-DRB1,HLA-DQA1,HLA-DQB1	Brain_Hippocampus	pathway P < genes P & genes FDR < 0.05	Reactome	Antithymocyte immunoglobulin (rabbit)-and-Dasatinib-and-Staurosporine-and-TG-100801-and-1D09C3-and-Glatiramer-and-Clenoliximab-and-Coccidioides immitis spherule-and-Fostamatinib-and-Ibalizumab	10	DB00098-and-DB01254-and-DB02010-and-DB05075-and-DB05121-and-DB05259-and-DB06241-and-DB11294-and-DB12010-and-DB12698	CD4-and-CSK-and-HLA-DRA-and-HLA-DRB1	
Pre-NOTCH Transcription and Translation	2	3.72823781826577	0.000192823372904365	0.00892521635907396	NOTCH4,E2F1	Brain_Hippocampus	genes P < pathway P	Reactome		0			
RNA Polymerase I Promoter Escape	2	3.70801771962976	0.000208888042446412	0.00892521635907396	POLR1B,ZNRD1	Brain_Hippocampus	genes P < pathway P	Reactome		0			
RNA Polymerase II Transcription	73	3.25044465703114	0.00115224692708787	0.0318562385724294	SSU72,NR0B2,CDC7,H3F3A,ZNF124,ZNF496,MSH2,ZNF514,IWS1,HSPD1,CTLA4,BARD1,KCTD6,GTF2E1,TOPBP1,ZNF718,ZNF141,SPP1,SETD9,NR2F1,TAF7,ZNF454,HIST1H2BD,ZKSCAN3,NOTCH4,PERP,GLI3,ZNF680,ZNF138,KMT2E,ZNF786,NDRG1,ZNF250,SURF1,PSMD13,ZNF143,LMO2,SSRP1,PPP2R1B,MAGOHB,ZNF268,CPSF2,ZNF263,RMI2,PRKCB,ZNF19,WWOX,TOP3A,ERBB2,PSMD3,MED24,TGIF1,ZNF266,ZNF561,PIN1,SMARCA4,ZNF101,ZNF506,ZNF100,ZNF257,ZNF302,POLR2I,ZFP14,PPP2R1A,ZNF160,ZNF415,ZNF471,ZNF587,ZNF417,ZNF584,TRIM28,ZNF133,E2F1	Brain_Hippocampus	genes P < pathway P	Reactome	Cetuximab-and-Adenosine phosphate-and-Glutathione-and-NADH-and-Vitamin E-and-Adapalene-and-Oxiconazole-and-Phenytoin-and-Diethylstilbestrol-and-Clotrimazole-and-Carmustine-and-Lidocaine-and-Bexarotene-and-Pentobarbital-and-Gefitinib-and-Metformin-and-Rosiglitazone-and-Spironolactone-and-Lindane-and-Acitretin-and-Flutamide-and-Ritonavir-and-Alitretinoin-and-Erlotinib-and-Cyclophosphamide-and-Mephenytoin-and-Carbamazepine-and-Sulindac-and-Tamoxifen-and-Warfarin-and-Ethotoin-and-Tretinoin-and-Estradiol-and-Tazarotene-and-Mifepristone-and-Methylphenobarbital-and-Etretinate-and-Ethinylestradiol-and-Auranofin-and-Ketoconazole-and-Fenofibrate-and-Rifampicin-and-Clonazepam-and-Miconazole-and-Nifedipine-and-Econazole-and-Sulfinpyrazone-and-Arsenic trioxide-and-Phenobarbital-and-Ifosfamide-and-Rifaximin-and-Paclitaxel-and-Dexamethasone-and-Docetaxel-and-Lapatinib-and-Panitumumab-and-Bezafibrate-and-3,6-dihydroxy-xanthene-9-propionic acid-and-Genistein-and-Prasterone-and-Fusicoccin-and-Hyperforin-and-LG-100268-and-Staurosporine-and-Indirubin-3'-monoxime-and-Olomoucine-and-3-sulfino-L-alanine-and-Phosphonothreonine-and-Glutathionylspermidine disulfide-and-Cholic Acid-and-Resveratrol-and-Purvalanol-and-Phthalic Acid-and-Pregnenolone-and-3-(Prop-2-Ene-1-Sulfinyl)-Propene-1-Thiol-and-Adenosine 5'-[gamma-thio]triphosphate-and-Hymenialdisine-and-Flavin adenine dinucleotide-and-Glutathione disulfide-and-SU9516-and-Alvocidib-and-Diminazene-and-Doconexent-and-3-nitro-L-tyrosine-and-Alsterpaullone-and-Quercetin-and-N-Formylmethionine-and-SR12813-and-Afimoxifene-and-Dexfosfoserine-and-5-iodotubercidin-and-Phenolphthalein-and-Permethrin-and-IGN311-and-Matuzumab-and-Vandetanib-and-Rindopepimut-and-Canertinib-and-Pelitinib-and-Dovitinib-and-Varlitinib-and-AV-412-and-Seliciclib-and-Chenodeoxycholic acid-and-TO-901317-and-(2S)-2-({6-[(3-Amino-5-chlorophenyl)amino]-9-isopropyl-9H-purin-2-yl}amino)-3-methyl-1-butanol-and-2-(2-PHENYL-3-PYRIDIN-2-YL-4,5,6,7-TETRAHYDRO-2H-ISOPHOSPHINDOL-1-YL)PYRIDINE-and-S-{3-[(4-ANILINOQUINAZOLIN-6-YL)AMINO]-3-OXOPROPYL}-L-CYSTEINE-and-PD-168393-and-6-(3-METHYL-1,4-DIOXO-1,4-DIHYDRONAPHTHALEN-2-YL)HEXANOIC ACID-and-Fisetin-and-N-(TERT-BUTYL)-3,5-DIMETHYL-N'-[(5-METHYL-2,3-DIHYDRO-1,4-BENZODIOXIN-6-YL)CARBONYL]BENZOHYDRAZIDE-and-Hexestrol-and-AT-7519-and-(2E,4E)-11-METHOXY-3,7,11-TRIMETHYLDODECA-2,4-DIENOIC ACID-and-Triclosan-and-Cholecystokinin-and-Rilpivirine-and-Afatinib-and-Cannabidiol-and-Palbociclib-and-Coenzyme M-and-Copper-and-Polaprezinc-and-Osimertinib-and-Necitumumab-and-Foreskin keratinocyte (neonatal)-and-Pyrethrum extract-and-Selenium-and-Thimerosal-and-Myrrh-and-Ribociclib-and-Depatuxizumab mafodotin-and-Icotinib-and-Neratinib-and-Dacomitinib-and-Abemaciclib-and-Fostamatinib-and-Zalutumumab-and-Brigatinib-and-Piperine-and-Phenethyl Isothiocyanate-and-Olmutinib-and-Troleandomycin-and-Fenofibric acid-and-Ulixertinib-and-Estradiol acetate-and-Estradiol benzoate-and-Estradiol cypionate-and-Estradiol dienanthate-and-Estradiol valerate-and-alpha-Tocopherol succinate-and-D-alpha-Tocopherol acetate-and-Medical Cannabis-and-Nabiximols-and-Dexamethasone acetate-and-Zanubrutinib	170	DB00002-and-DB00131-and-DB00143-and-DB00157-and-DB00163-and-DB00210-and-DB00239-and-DB00252-and-DB00255-and-DB00257-and-DB00262-and-DB00281-and-DB00307-and-DB00312-and-DB00317-and-DB00331-and-DB00412-and-DB00421-and-DB00431-and-DB00459-and-DB00499-and-DB00503-and-DB00523-and-DB00530-and-DB00531-and-DB00532-and-DB00564-and-DB00605-and-DB00675-and-DB00682-and-DB00754-and-DB00755-and-DB00783-and-DB00799-and-DB00834-and-DB00849-and-DB00926-and-DB00977-and-DB00995-and-DB01026-and-DB01039-and-DB01045-and-DB01068-and-DB01110-and-DB01115-and-DB01127-and-DB01138-and-DB01169-and-DB01174-and-DB01181-and-DB01220-and-DB01229-and-DB01234-and-DB01248-and-DB01259-and-DB01269-and-DB01393-and-DB01644-and-DB01645-and-DB01708-and-DB01780-and-DB01892-and-DB01941-and-DB02010-and-DB02052-and-DB02116-and-DB02153-and-DB02482-and-DB02553-and-DB02659-and-DB02709-and-DB02733-and-DB02746-and-DB02789-and-DB02895-and-DB02930-and-DB02950-and-DB03147-and-DB03310-and-DB03428-and-DB03496-and-DB03608-and-DB03756-and-DB03867-and-DB04014-and-DB04216-and-DB04464-and-DB04466-and-DB04468-and-DB04522-and-DB04604-and-DB04824-and-DB04930-and-DB04988-and-DB05101-and-DB05294-and-DB05374-and-DB05424-and-DB05524-and-DB05928-and-DB05944-and-DB06021-and-DB06195-and-DB06777-and-DB07080-and-DB07379-and-DB07393-and-DB07602-and-DB07662-and-DB07714-and-DB07795-and-DB07929-and-DB07931-and-DB08142-and-DB08175-and-DB08604-and-DB08862-and-DB08864-and-DB08916-and-DB09061-and-DB09073-and-DB09110-and-DB09130-and-DB09221-and-DB09330-and-DB09559-and-DB10772-and-DB11087-and-DB11135-and-DB11590-and-DB11605-and-DB11730-and-DB11731-and-DB11737-and-DB11828-and-DB11963-and-DB12001-and-DB12010-and-DB12202-and-DB12267-and-DB12582-and-DB12695-and-DB13164-and-DB13179-and-DB13873-and-DB13930-and-DB13952-and-DB13953-and-DB13954-and-DB13955-and-DB13956-and-DB14001-and-DB14002-and-DB14009-and-DB14011-and-DB14649-and-DB15035	EGFR-and-PRKAB1-and-GSR-and-NR1I2-and-RXRB-and-MAPK3-and-PRDX5-and-YWHAE-and-PRKCQ-and-CDK1-and-COX6B1-and-PMS2-and-CDK6-and-YWHAB-and-SCO1-and-YWHAQ-and-YWHAZ	Prasterone
Regulation of Complement cascade	3	5.4680986460842	4.54888712684053e-08	2.13797694961505e-05	CD55,CD46,C4A	Brain_Hippocampus	genes P < pathway P	Reactome	Cetuximab-and-Etanercept-and-Human immunoglobulin G-and-Drotrecogin alfa-and-Palivizumab-and-Daclizumab-and-Bevacizumab-and-Menadione-and-Chloramphenicol-and-Sodium tetradecyl sulfate-and-Eculizumab-and-Zinc-and-4-guanidinobenzoic acid-and-Diisopropylphosphono Group-and-MLN2222-and-Copper-and-Kappadione-and-Ravulizumab-and-Zinc acetate-and-Zinc chloride-and-Zinc sulfate, unspecified form	30	DB00002-and-DB00005-and-DB00028-and-DB00055-and-DB00110-and-DB00111-and-DB00112-and-DB00170-and-DB00446-and-DB00464-and-DB01257-and-DB01593-and-DB02459-and-DB04491-and-DB06503-and-DB09130-and-DB09332-and-DB11580-and-DB14487-and-DB14533-and-DB14548	C1QA-and-C4A-and-C4B-and-C5-and-PROS1-and-CD55-and-CFB	
Regulation of actin dynamics for phagocytic cup formation	5	3.03599814360644	0.00239740840408213	0.0417326648118001	FCGR3A,WIPF1,PTK2,WASF3,MYO5A	Brain_Hippocampus	pathway P < genes P & genes FDR > 0.05	Reactome	Endostatin-and-7-PYRIDIN-2-YL-N-(3,4,5-TRIMETHOXYPHENYL)-7H-PYRROLO[2,3-D]PYRIMIDIN-2-AMINE-and-2-({5-CHLORO-2-[(2-METHOXY-4-MORPHOLIN-4-YLPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)-N-METHYLBENZAMIDE-and-N-[2-(2-methyl-1H-indol-3-yl)ethyl]thiophene-2-carboxamide-and-(2S)-2-(3-bromophenyl)-3-(5-chloro-2-hydroxyphenyl)-1,3-thiazolidin-4-one-and-Fostamatinib	6	DB06423-and-DB07248-and-DB07460-and-DB08235-and-DB08236-and-DB12010	PTK2-and-ARPC3	
Sema4D induced cell migration and growth-cone collapse	2	4.01747427513462	5.88252547318506e-05	0.00454626980785464	ARHGEF11,ERBB2	Brain_Hippocampus	pathway P < genes P & genes FDR < 0.05	Reactome	Trastuzumab-and-Lapatinib-and-IGN311-and-Trastuzumab emtansine-and-Varlitinib-and-AV-412-and-Pertuzumab-and-Afatinib-and-Tucatinib-and-Tesevatinib-and-Fostamatinib-and-Brigatinib-and-Zanubrutinib	14	DB00072-and-DB01259-and-DB04988-and-DB05773-and-DB05944-and-DB06021-and-DB06366-and-DB08916-and-DB11652-and-DB11973-and-DB12010-and-DB12267-and-DB15035	ERBB2	
Semaphorin interactions	3	3.66225527926013	0.000250004540856802	0.00979184451689141	ARHGEF11,SEMA6A,ERBB2	Brain_Hippocampus	pathway P < genes P & genes FDR < 0.05	Reactome	Trastuzumab-and-Lapatinib-and-IGN311-and-Trastuzumab emtansine-and-Varlitinib-and-AV-412-and-Pertuzumab-and-Afatinib-and-Tucatinib-and-Tesevatinib-and-Fostamatinib-and-Brigatinib-and-Zanubrutinib	14	DB00072-and-DB01259-and-DB04988-and-DB05773-and-DB05944-and-DB06021-and-DB06366-and-DB08916-and-DB11652-and-DB11973-and-DB12010-and-DB12267-and-DB15035	ERBB2	
Signaling by NOTCH	4	3.09947010383281	0.00193867142122459	0.0395410399749844	NOTCH4,PTCRA,MIB1,E2F1	Brain_Hippocampus	genes P < pathway P	Reactome		0			
Steroid hormones	4	-3.07626374661948	0.0020961234154618	0.0395410399749844	HSD17B12,LGMN,HSD11B2,SUMO2	Brain_Hippocampus	pathway P < genes P & genes FDR > 0.05	Reactome	Cyanocobalamin-and-NADH-and-Hydroxocobalamin-and-Mitotane-and-Ketoconazole-and-Androstenedione-and-Androstanedione-and-Prasterone-and-Equilin-and-EM-1745-and-Stanolone-and-Nicotinamide adenine dinucleotide phosphate-and-Stanolone acetate	13	DB00115-and-DB00157-and-DB00200-and-DB00648-and-DB01026-and-DB01536-and-DB01561-and-DB01708-and-DB02187-and-DB02323-and-DB02901-and-DB03461-and-DB13951	CUBN-and-HSD17B1-and-FDX1-and-CYP21A2	Prasterone
Syndecan interactions	2	3.34031249538429	0.000836841685501914	0.0302550455527615	ITGA6,TRAPPC4	Brain_Hippocampus	genes P < pathway P	Reactome	S-palmitoyl-L-cysteine	1	DB08342	TRAPPC4	
TCR signaling	8	3.14919678986879	0.00163719906182592	0.0395410399749844	ZAP70,ITK,HLA-DRB5,HLA-DRB1,HLA-DQA1,HLA-DQB1,PSMD13,PSMD3	Brain_Hippocampus	genes P < pathway P	Reactome	Insulin pork-and-Staurosporine-and-Glatiramer-and-Pazopanib-and-Carfilzomib-and-Fostamatinib-and-Phenethyl Isothiocyanate-and-Zanubrutinib	9	DB00071-and-DB02010-and-DB05259-and-DB06589-and-DB08889-and-DB12010-and-DB12695-and-DB15035	HLA-DQA2-and-HLA-DQB1-and-ITK-and-HLA-DRB1-and-PSMB10-and-PSMC3	
Translocation of ZAP-70 to Immunological synapse	5	3.11054747345103	0.00186740875525186	0.0395410399749844	ZAP70,HLA-DRB5,HLA-DRB1,HLA-DQA1,HLA-DQB1	Brain_Hippocampus	genes P < pathway P	Reactome	Antithymocyte immunoglobulin (rabbit)-and-1D09C3-and-Glatiramer-and-Clenoliximab-and-Coccidioides immitis spherule-and-Ibalizumab	6	DB00098-and-DB05121-and-DB05259-and-DB06241-and-DB11294-and-DB12698	CD4-and-HLA-DRA-and-HLA-DRB1	
